srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.0,56808,149.171.126.4,53,udp,CON,0.000954,130,162,31,29,0,0,dns,545073.375,679245.3125,2,2,0,0,0,0,65,81,0,0,0,0,1424250039,1424250039,0.001,0.008,0,0,0,0,0,,, ,2,3,3,4,1,1,3,,0
59.166.0.0,64909,149.171.126.0,63031,tcp,FIN,0.056096,2542,22128,31,29,7,14,-,353536.8125,3080718.75,40,42,255,255,154780946,2306170414,64,527,0,0,84.282945,75.571143,1424250039,1424250039,1.480583,1.290756,0.005988,0.003166,0.002822,0,0,,, ,3,3,2,4,1,1,1,,0
59.166.0.4,23804,149.171.126.2,59683,tcp,FIN,0.032947,2646,25564,31,29,7,15,-,627189.125,6066227.5,42,44,255,255,214783671,236649531,63,581,0,0,56.254021,54.434836,1424250039,1424250039,0.795463,0.754953,0.000604,0.000481,0.000123,0,0,,, ,3,11,2,2,1,1,1,,0
59.166.0.4,56184,149.171.126.4,53,udp,CON,0.001013,130,162,31,29,0,0,dns,513326.75,639684.0625,2,2,0,0,0,0,65,81,0,0,0,0,1424250039,1424250039,0.008,0.005,0,0,0,0,0,,, ,2,3,3,2,1,1,1,,0
59.166.0.5,30346,149.171.126.4,143,tcp,FIN,0.439942,7822,15500,31,29,30,32,-,141073.1406,279618.6875,122,126,255,255,274788338,2421712577,64,123,0,0,397.243736,388.090201,1424250039,1424250039,3.725305,3.51532,0.000631,0.000506,0.000125,0,0,,, ,5,4,3,4,1,1,2,,0
59.166.0.0,60408,149.171.126.6,2003,tcp,FIN,0.037884,2646,25564,31,29,7,15,-,545454.5625,5275683.5,42,44,255,255,2300170736,2338857071,63,581,0,0,71.375953,65.999696,1424250039,1424250039,0.988868,0.868791,0.00063,0.000519,0.000111,0,0,,, ,3,7,1,4,1,1,1,,0
59.166.0.5,7716,149.171.126.9,44685,tcp,FIN,0.22536,8928,320,31,29,4,1,ftp-data,294320.1875,9478.167969,14,6,255,255,1702271216,2174750794,638,53,0,0,1597.462771,68.303844,1424250038,1424250039,17.335384,44.938801,0.000693,0.000547,0.000146,0,0,,, ,6,4,1,4,1,1,4,,0
59.166.0.7,1097,149.171.126.3,23586,udp,CON,0.001732,520,304,31,29,0,0,-,1801385.625,1053117.75,4,4,0,0,0,0,130,76,0,0,0.634982,0.305235,1424250039,1424250039,0.452,0.217333,0,0,0,0,0,,, ,4,8,2,2,1,1,2,,0
59.166.0.5,18178,149.171.126.0,80,tcp,FIN,1.007383,1684,10168,31,29,3,5,http,12420.30078,76268.90625,14,18,255,255,2122268807,2123260082,120,565,1,3924,8774.546769,7682.533383,1424250038,1424250039,77.464305,59.229882,0.000584,0.000472,0.000112,0,0,1,, ,2,1,2,4,1,1,2,,0
59.166.0.5,57425,149.171.126.5,53,udp,CON,0.000954,130,162,31,29,0,0,dns,545073.375,679245.3125,2,2,0,0,0,0,65,81,0,0,0,0,1424250039,1424250039,0.002,0.002,0,0,0,0,0,,, ,5,2,1,4,1,1,3,,0
59.166.0.6,19097,149.171.126.5,53,udp,CON,0.00099,132,164,31,29,0,0,dns,533333.375,662626.3125,2,2,0,0,0,0,66,82,0,0,0,0,1424250039,1424250039,0.009,0.002,0,0,0,0,0,,, ,6,2,1,2,1,1,3,,0
59.166.0.6,20878,149.171.126.3,80,tcp,FIN,0.003873,1036,824,31,29,2,2,http,1873483.125,1532662,8,10,255,255,2240170795,95736428,130,82,1,83,32.962669,0.676749,1424250039,1424250039,0.503714,0.378444,0.000579,0.000462,0.000117,0,0,1,, ,3,2,2,2,1,1,1,,0
59.166.0.4,51621,149.171.126.9,32912,tcp,FIN,0.227319,424,8824,31,29,1,4,ftp-data,13056.54199,284674.8438,8,12,255,255,334786691,391142258,53,735,0,0,2197.543213,1743.67509,1424250039,1424250039,32.429571,20.615909,0.000695,0.000541,0.000154,0,0,,, ,6,6,5,3,1,1,9,,0
59.166.0.5,4931,149.171.126.9,21,tcp,FIN,0.915997,2934,3742,31,29,11,15,ftp,25135.45313,32078.70703,52,54,255,255,1702268187,1824939844,56,69,0,0,1581.889215,52.470137,1424250038,1424250039,17.952648,17.274113,0.000592,0.000466,0.000126,0,0,,1,1,1,3,5,2,1,1,2,,0
59.166.0.7,46247,149.171.126.3,53141,tcp,FIN,0.005035,3984,2456,31,29,7,7,-,5978947.5,3686196.75,18,18,255,255,514786134,2663440472,221,136,0,0,13.789519,0.339326,1424250039,1424250039,0.278294,0.268176,0.000587,0.000473,0.000114,0,0,,, ,10,3,2,1,1,1,1,,0
59.166.0.4,22266,149.171.126.9,22335,tcp,FIN,0.035941,2646,22128,31,29,7,14,-,574942.25,4808324.5,42,42,255,255,2364361291,215016637,63,527,0,0,54.794795,1.43183,1424250039,1424250039,0.89065,0.864732,0.000601,0.000486,0.000115,0,0,,, ,1,7,5,3,1,1,9,,0
59.166.0.4,56865,149.171.126.9,11680,tcp,FIN,0.002791,320,1938,31,29,1,2,ftp-data,765317.0625,4861340,6,8,255,255,2480172262,2484901390,53,242,0,0,28.03461,0.553682,1424250039,1424250039,0.4972,0.332429,0.000581,0.000461,0.00012,0,0,,, ,6,6,5,3,1,1,9,,0
59.166.0.5,28225,149.171.126.9,5190,tcp,FIN,0.169742,3002,21610,31,29,8,12,-,137762.0156,993036.5,38,40,255,255,2544361979,395022711,79,540,0,0,604.561197,598.084733,1424250039,1424250039,4.577865,4.339102,0.000638,0.000514,0.000124,0,0,,, ,6,7,5,2,1,1,2,,0
59.166.0.7,53913,149.171.126.3,111,udp,CON,0.004881,568,320,31,29,0,0,-,698217.5625,393362,4,4,0,0,0,0,142,80,0,0,1.812079,1.601362,1424250039,1424250039,1.284333,1.137333,0,0,0,0,0,,, ,4,8,2,2,1,1,2,,0
175.45.176.0,51397,149.171.126.11,111,tcp,FIN,0.631057,564,354,254,252,2,1,-,6439.98877,3929.914307,10,8,255,255,2007651792,2639121272,56,44,0,0,5463.135895,138.754063,1424250038,1424250039,69.532333,89.125,0.052686,0.007174,0.045512,0,1,,, ,2,1,1,1,1,1,1, Reconnaissance ,1
175.45.176.0,39084,149.171.126.13,111,tcp,FIN,0.670567,564,354,254,252,2,1,-,6060.542969,3698.362793,10,8,255,255,1746181662,242563225,56,44,0,0,5426.118264,137.525937,1424250039,1424250040,74.507444,94.773859,0.062808,0.006489,0.056319,0,1,,, ,1,1,1,1,1,1,1, Reconnaissance ,1
59.166.0.5,64302,149.171.126.0,53,udp,CON,0.00109,146,178,31,29,0,0,dns,535779.8125,653211,2,2,0,0,0,0,73,89,0,0,0,0,1424250040,1424250040,0.009,0.007,0,0,0,0,0,,, ,3,3,2,1,1,1,1,,0
59.166.0.1,34557,149.171.126.4,53,udp,CON,0.001041,130,162,31,29,0,0,dns,499519.6875,622478.375,2,2,0,0,0,0,65,81,0,0,0,0,1424250040,1424250040,0.007,0.008,0,0,0,0,0,,, ,3,4,1,2,1,1,3,,0
59.166.0.3,7401,149.171.126.8,53,udp,CON,0.001157,146,178,31,29,0,0,dns,504753.6875,615384.625,2,2,0,0,0,0,73,89,0,0,0,0,1424250040,1424250040,0.003,0.008,0,0,0,0,0,,, ,2,4,2,1,1,1,2,,0
59.166.0.8,35401,149.171.126.8,53,udp,CON,0.000959,146,178,31,29,0,0,dns,608967.6875,742440,2,2,0,0,0,0,73,89,0,0,0,0,1424250040,1424250040,0.001,0.005,0,0,0,0,0,,, ,3,4,2,1,1,1,1,,0
59.166.0.6,3441,149.171.126.5,46618,tcp,FIN,0.032901,2542,22128,31,29,7,14,-,602778,5252606.5,40,42,255,255,2840166688,695074559,64,527,0,0,61.260573,58.474878,1424250040,1424250040,0.835692,0.788268,0.000705,0.000575,0.00013,0,0,,, ,3,2,2,2,1,1,3,,0
59.166.0.0,31932,149.171.126.7,58003,tcp,FIN,0.047255,320,1904,31,29,1,2,ftp-data,45201.56641,282044.25,6,8,255,255,2604365646,859174654,53,238,0,0,654.31422,16.042974,1424250040,1424250040,9.388,6.671857,0.000659,0.000549,0.00011,0,0,,, ,3,3,2,3,1,1,5,,0
59.166.0.1,16987,149.171.126.0,143,tcp,FIN,0.165772,7822,15500,31,29,30,32,-,374393.7188,742079.4375,122,126,255,255,3144367110,995776253,64,123,0,0,141.00566,138.505253,1424250040,1424250040,1.390219,1.322168,0.000625,0.000496,0.000129,0,0,,, ,4,3,2,2,1,1,1,,0
59.166.0.0,2762,149.171.126.1,53235,tcp,FIN,0.021566,2750,25564,31,29,7,15,-,997125.125,9267551,44,44,255,255,2784363746,2798653757,63,581,0,0,30.685355,0.788577,1424250039,1424250040,0.494047,0.490605,0.000588,0.000467,0.000121,0,0,,, ,1,4,2,3,1,1,1,,0
59.166.0.6,4931,149.171.126.5,3031,tcp,FIN,0.107041,2646,25564,31,29,7,15,-,193047.5156,1867172.375,42,44,255,255,2840169811,2868369232,63,581,0,0,135.246107,134.70173,1424250040,1424250040,2.445171,2.378024,0.007287,0.007161,0.000126,0,0,,, ,3,2,2,2,1,1,3,,0
59.166.0.9,2020,149.171.126.2,111,udp,CON,0.004979,568,312,31,29,0,0,-,684474.8125,375979.125,4,4,0,0,0,0,142,78,0,0,1.853091,1.629174,1424250040,1424250040,1.317333,1.156,0,0,0,0,0,,, ,3,7,2,3,1,1,3,,0
59.166.0.4,31046,149.171.126.9,44685,tcp,FIN,0.245723,8928,320,31,29,4,1,ftp-data,269929.9688,8692.714844,14,6,255,255,334787638,592745450,638,53,0,0,1565.367772,65.654227,1424250039,1424250040,18.901768,48.858199,0.000626,0.000504,0.000122,0,0,,, ,6,6,2,2,1,1,9,,0
59.166.0.4,57900,149.171.126.9,21,tcp,FIN,0.785664,2934,3742,31,29,11,15,ftp,29305.14648,37400.21094,52,54,255,255,2480171031,2485360361,56,69,0,0,1417.016343,52.567266,1424250039,1424250040,15.7072,14.813453,0.000687,0.000548,0.000139,0,0,,1,1,2,3,2,2,1,1,9,,0
59.166.0.9,42149,149.171.126.1,53,udp,CON,0.001041,146,178,31,29,0,0,dns,560999.0625,683957.75,2,2,0,0,0,0,73,89,0,0,0,0,1424250040,1424250040,0.001,0.006,0,0,0,0,0,,, ,3,1,2,3,1,1,1,,0
59.166.0.9,59835,149.171.126.2,48787,udp,CON,0.00165,536,304,31,29,0,0,-,1949090.875,1105454.5,4,4,0,0,0,0,134,76,0,0,0.566628,0.309241,1424250040,1424250040,0.403667,0.220667,0,0,0,0,0,,, ,3,7,2,3,1,1,3,,0
59.166.0.0,32816,149.171.126.7,30639,tcp,FIN,0.225396,424,8824,31,29,1,4,ftp-data,13167.93555,287103.5625,8,12,255,255,454785757,952189409,53,735,0,0,2149.727726,1700.079314,1424250040,1424250040,32.149287,20.437637,0.000762,0.00058,0.000182,0,0,,, ,3,3,2,3,1,1,5,,0
59.166.0.9,58833,149.171.126.2,21772,tcp,FIN,0.047605,3824,2560,31,29,7,7,-,606995.0625,408696.5625,18,20,255,255,3384366158,3387738543,212,128,0,0,325.108099,9.217551,1424250040,1424250041,2.781882,2.478421,0.000648,0.000513,0.000135,0,0,,, ,3,7,6,2,1,1,3,,0
59.166.0.4,58037,149.171.126.9,57588,tcp,FIN,0.228111,8928,320,31,29,4,1,ftp-data,290770.7188,9363.862305,14,6,255,255,1354787161,3860735281,638,53,0,0,1531.364792,65.476863,1424250041,1424250041,17.547,45.500398,0.000587,0.000473,0.000114,0,0,,, ,6,6,4,4,1,1,9,,0
59.166.0.5,1746,149.171.126.8,54087,tcp,FIN,0.027645,2542,22128,31,29,7,14,-,717381.125,6251257,40,42,255,255,3860167138,1715044821,64,527,0,0,48.985258,45.682671,1424250041,1424250041,0.700897,0.660634,0.000683,0.00055,0.000133,0,0,,, ,6,2,2,6,1,1,1,,0
59.166.0.8,1819,149.171.126.2,53,udp,CON,0.000953,130,162,31,29,0,0,dns,545645.3125,679958.0625,2,2,0,0,0,0,65,81,0,0,0,0,1424250041,1424250041,0.001,0.002,0,0,0,0,0,,, ,3,6,6,3,1,1,2,,0
59.166.0.8,50649,149.171.126.9,30833,tcp,FIN,0.033898,2542,22128,31,29,7,14,-,585049.25,5098118,40,42,255,255,3744361823,1595066618,64,527,0,0,63.591175,59.520558,1424250041,1424250041,0.884,0.813976,0.000632,0.000516,0.000116,0,0,,, ,4,7,4,3,1,1,2,,0
59.166.0.3,44694,149.171.126.4,80,tcp,FIN,1.086723,1684,10168,31,29,3,5,http,11513.51367,70700.63281,14,18,255,255,814783627,815827151,120,565,1,3924,8789.709827,7700.313143,1424250040,1424250041,83.567618,63.893706,0.000687,0.000527,0.00016,0,0,1,, ,1,4,1,4,1,1,1,,0
59.166.0.4,23963,149.171.126.8,53,udp,CON,0.001042,130,162,31,29,0,0,dns,499040.3125,621881,2,2,0,0,0,0,65,81,0,0,0,0,1424250041,1424250041,0.007,0.006,0,0,0,0,0,,, ,3,4,2,4,1,1,1,,0
59.166.0.5,50686,149.171.126.3,53,udp,CON,0.000994,130,162,31,29,0,0,dns,523138.8438,651911.4375,2,2,0,0,0,0,65,81,0,0,0,0,1424250041,1424250041,0.001,0.006,0,0,0,0,0,,, ,3,3,2,6,1,1,1,,0
59.166.0.0,33669,149.171.126.7,57588,tcp,FIN,0.223722,8928,320,31,29,4,1,ftp-data,296475.0938,9547.563477,14,6,255,255,454786599,1153786238,638,53,0,0,1569.844341,67.300375,1424250040,1424250041,17.209385,44.591801,0.00143,0.000614,0.000816,0,0,,, ,3,3,4,3,1,1,5,,0
59.166.0.4,54298,149.171.126.9,58003,tcp,FIN,0.04726,320,1904,31,29,1,2,ftp-data,45196.78125,282014.375,6,8,255,255,1354785455,3566215537,53,238,0,0,654.791226,16.0493,1424250041,1424250041,9.3906,6.677429,0.000641,0.000515,0.000126,0,0,,, ,6,6,4,4,1,1,9,,0
59.166.0.0,50432,149.171.126.7,21,tcp,FIN,1.270719,2934,3742,31,29,11,15,ftp,18118.875,23123.91602,52,54,255,255,454783648,2751733820,56,69,0,0,2122.866789,69.818211,1424250039,1424250041,24.910078,23.965924,0.00065,0.000524,0.000126,0,0,,1,1,1,1,4,3,1,1,5,,0
59.166.0.5,47253,149.171.126.7,143,tcp,FIN,0.285117,7822,15500,31,29,30,32,-,217679.0625,431457.9688,122,126,255,255,3620175368,1475762628,64,123,0,0,199.778886,195.687016,1424250041,1424250041,2.412949,2.276944,0.000711,0.000497,0.000214,0,0,,, ,6,2,4,6,1,1,1,,0
59.166.0.6,52363,149.171.126.2,53,udp,CON,0.001012,130,162,31,29,0,0,dns,513833.9688,640316.1875,2,2,0,0,0,0,65,81,0,0,0,0,1424250041,1424250041,0.009,0.005,0,0,0,0,0,,, ,6,6,6,1,1,1,2,,0
59.166.0.8,32767,149.171.126.0,50254,tcp,FIN,0.055631,2646,25564,31,29,7,15,-,371447.5625,3592673,42,44,255,255,1594784240,3765633912,63,581,0,0,80.664915,79.69773,1424250041,1424250041,1.349195,1.311405,0.000672,0.000545,0.000127,0,0,,, ,4,3,1,3,1,1,1,,0
59.166.0.5,20055,149.171.126.5,80,tcp,FIN,1.009641,1684,10168,31,29,3,5,http,12392.52344,76098.33594,14,18,255,255,1174783886,1175797501,120,565,1,3924,8765.845622,7674.558059,1424250040,1424250041,77.638382,59.360235,0.000644,0.000513,0.000131,0,0,1,, ,1,1,1,6,1,1,1,,0
59.166.0.0,21098,149.171.126.7,53,udp,CON,0.001111,146,178,31,29,0,0,dns,525652.5625,640864.125,2,2,0,0,0,0,73,89,0,0,0,0,1424250041,1424250041,0.007,0.004,0,0,0,0,0,,, ,2,2,4,3,1,1,5,,0
59.166.0.3,50505,149.171.126.2,29041,tcp,FIN,0.052196,2646,25564,31,29,7,15,-,395892.4063,3829105.75,42,44,255,255,1534784273,1551074289,63,581,0,0,75.543108,74.447109,1424250041,1424250041,1.265195,1.202767,0.000629,0.000474,0.000155,0,0,,, ,4,7,6,4,1,1,3,,0
59.166.0.5,49398,149.171.126.2,1326,tcp,FIN,0.032151,2646,25564,31,29,7,15,-,642717.1875,6216416.5,42,44,255,255,3860170468,1731682971,63,581,0,0,0,51.050339,1424250041,1424250041,0.7962,0.732571,0.001496,0.00138,0.000116,0,0,,, ,6,7,6,6,1,1,2,,0
59.166.0.5,9122,149.171.126.6,22,tcp,FIN,1.167571,3728,5474,31,29,7,7,ssh,24748.81641,35944.71094,32,24,255,255,874780714,3020439584,117,228,0,0,2518.15645,77.329047,1424250040,1424250041,37.663582,50.734434,0.000687,0.000554,0.000133,0,0,,, ,1,2,2,6,1,1,1,,0
59.166.0.9,45889,149.171.126.3,80,tcp,FIN,1.017131,1684,10168,31,29,3,5,http,12301.26758,75537.96094,14,18,255,255,754784563,756249889,120,565,1,3924,8767.668967,7676.673256,1424250040,1424250041,78.214846,59.800176,0.000643,0.000519,0.000124,0,0,1,, ,1,2,2,2,1,1,2,,0
59.166.0.3,37642,149.171.126.6,22,tcp,FIN,0.986736,3728,5578,31,29,7,7,ssh,29284.42773,43488.83594,32,26,255,255,934783298,3080478311,117,215,0,0,2147.233739,64.499578,1424250040,1424250041,31.830192,39.44252,0.000662,0.000545,0.000117,0,0,,, ,1,2,2,4,1,1,2,,0
59.166.0.3,57139,149.171.126.2,58668,tcp,FIN,0.026631,2542,22128,31,29,7,14,-,744696.0625,6489279.5,40,42,255,255,1534780995,3680468213,64,527,0,0,47.867675,42.084225,1424250041,1424250041,0.711486,0.635,0.000725,0.000587,0.000138,0,0,,, ,4,7,6,4,1,1,3,,0
59.166.0.4,55133,149.171.126.9,30639,tcp,FIN,0.224295,424,8824,31,29,1,4,ftp-data,13232.57324,288512.875,8,12,255,255,3504367087,1513824710,53,735,0,0,2146.79734,1699.683524,1424250041,1424250041,31.997856,20.341817,0.000656,0.000532,0.000124,0,0,,, ,6,6,4,4,1,1,9,,0
175.45.176.2,17769,149.171.126.17,80,tcp,FIN,0.205702,866,268,254,252,2,1,http,30335.14453,8711.630859,10,6,255,255,302360521,4013479470,87,45,1,0,1116.137984,62.388355,1424250040,1424250041,21.158444,39.106199,0.058383,0.010162,0.048221,0,1,1,, ,2,1,1,1,1,1,1, Reconnaissance ,1
59.166.0.1,25490,149.171.126.9,22,tcp,FIN,1.132297,3728,5578,31,29,7,7,ssh,25519.80469,37898.18359,32,26,255,255,3564361409,3564599515,117,215,0,0,2380.828576,71.658367,1424250041,1424250042,36.525709,47.142707,0.000993,0.00073,0.000263,0,0,,, ,1,1,4,1,1,1,1,,0
59.166.0.4,19818,149.171.126.7,25,tcp,FIN,0.04411,37552,3380,31,29,18,8,smtp,6679664.5,598503.75,52,42,255,255,2252687174,108273941,722,80,0,0,51.257005,2.332233,1424250042,1424250042,0.85749,1.08985,0.00065,0.000513,0.000137,0,0,,, ,1,1,2,4,1,1,1,,0
59.166.0.6,38125,149.171.126.7,53,udp,CON,0.000963,146,178,31,29,0,0,dns,606438.1875,739356.1875,2,2,0,0,0,0,73,89,0,0,0,0,1424250042,1424250042,0.003,0.006,0,0,0,0,0,,, ,6,2,2,2,2,1,1,,0
59.166.0.2,35471,149.171.126.2,53,udp,CON,0.001058,146,178,31,29,0,0,dns,551984.875,672967.875,2,2,0,0,0,0,73,89,0,0,0,0,1424250042,1424250042,0.008,0.007,0,0,0,0,0,,, ,2,6,2,2,2,1,1,,0
59.166.0.8,36055,149.171.126.9,5190,tcp,FIN,0.165236,3002,21714,31,29,8,12,-,141518.7969,1026265.5,38,42,255,255,2196878316,2197162164,79,517,0,0,636.330459,599.205987,1424250042,1424250042,4.580583,4.017537,0.000634,0.000516,0.000118,0,0,,, ,4,7,4,1,1,1,2,,0
59.166.0.0,1953,149.171.126.0,25,tcp,FIN,0.041404,37552,3380,31,29,18,8,smtp,7116220.5,637619.5625,52,42,255,255,2074790190,4221156313,722,80,0,0,61.538162,2.417465,1424250042,1424250042,0.82138,0.997634,0.000611,0.000498,0.000113,0,0,,, ,1,1,3,3,1,1,1,,0
59.166.0.9,45929,149.171.126.3,53,udp,CON,0.001051,146,178,31,29,0,0,dns,555661.3125,677450.0625,2,2,0,0,0,0,73,89,0,0,0,0,1424250042,1424250042,0.007,0.007,0,0,0,0,0,,, ,3,3,1,1,1,1,2,,0
59.166.0.0,22684,149.171.126.4,80,tcp,FIN,1.093932,1684,10168,31,29,3,5,http,11437.63965,70234.71094,14,18,255,255,1294783162,3441183316,120,565,1,3924,9363.190264,8197.590785,1424250041,1424250042,84.121464,64.320647,0.000601,0.000478,0.000123,0,0,1,, ,1,4,2,3,1,1,2,,0
59.166.0.3,42717,149.171.126.6,4792,tcp,FIN,0.159553,4862,82782,31,29,7,36,-,240923.0625,4102461,84,86,255,255,3984364715,4044887435,58,963,0,0,102.549465,100.654572,1424250042,1424250042,1.941976,1.870824,0.000672,0.00053,0.000142,0,0,,, ,4,3,4,2,1,1,2,,0
59.166.0.2,7093,149.171.126.0,53,udp,CON,0.000955,146,178,31,29,0,0,dns,611518.3125,745549.75,2,2,0,0,0,0,73,89,0,0,0,0,1424250042,1424250042,0.002,0.005,0,0,0,0,0,,, ,2,3,3,2,2,1,1,,0
59.166.0.4,18169,149.171.126.6,53,udp,CON,0.001056,146,178,31,29,0,0,dns,553030.3125,674242.4375,2,2,0,0,0,0,73,89,0,0,0,0,1424250042,1424250042,0.03,0.005,0,0,0,0,0,,, ,3,2,4,4,2,2,2,,0
59.166.0.4,25679,149.171.126.9,21,tcp,FIN,0.936657,2934,3742,31,29,11,15,ftp,24581.03711,31371.14258,52,54,255,255,3504364931,3505400485,56,69,0,0,1445.709882,52.171062,1424250041,1424250042,18.359823,17.662283,0.000691,0.000552,0.000139,0,0,,1,1,2,3,4,4,1,1,9,,0
59.166.0.7,60406,149.171.126.6,6679,tcp,FIN,0.020207,2542,22128,31,29,7,14,-,981442,8552283,40,42,255,255,2436877221,287612868,64,527,0,0,35.622267,33.606594,1424250042,1424250042,0.537081,0.478829,0.000655,0.000546,0.000109,0,0,,, ,10,3,4,2,1,1,2,,0
59.166.0.7,62091,149.171.126.9,22135,tcp,FIN,0.027503,2646,25564,31,29,7,15,-,751336.1875,7266989,42,44,255,255,287299668,2449352681,63,581,0,0,42.140553,41.065663,1424250042,1424250042,0.6798,0.641857,0.001644,0.000542,0.001102,0,0,,, ,10,7,4,2,1,1,3,,0
59.166.0.4,18169,149.171.126.6,53,udp,CON,0.001056,146,178,31,29,0,0,dns,553030.3125,674242.4375,2,2,0,0,0,0,73,89,0,0,0,0,1424250042,1424250042,0.03,0.005,0,0,0,0,0,,, ,3,2,4,4,2,2,2,,0
59.166.0.3,5279,149.171.126.2,49199,tcp,FIN,0.107334,4342,66846,31,29,7,30,-,319302.3438,4914975.5,74,74,255,255,1834780640,3981373020,59,903,0,0,95.831008,2.431641,1424250041,1424250042,1.46526,1.439849,0.004024,0.002219,0.001805,0,0,,, ,4,7,2,2,1,1,3,,0
59.166.0.0,17597,149.171.126.4,53,udp,CON,0.000983,146,178,31,29,0,0,dns,594099.6875,724313.3125,2,2,0,0,0,0,73,89,0,0,0,0,1424250042,1424250042,0.007,0.005,0,0,0,0,0,,, ,2,4,2,3,1,1,2,,0
59.166.0.6,1153,149.171.126.0,53,udp,CON,0.001051,146,178,31,29,0,0,dns,555661.3125,677450.0625,2,2,0,0,0,0,73,89,0,0,0,0,1424250042,1424250042,0.009,0.008,0,0,0,0,0,,, ,6,3,3,2,2,1,1,,0
59.166.0.8,15625,149.171.126.6,80,tcp,FIN,2.848424,18786,1087890,31,29,2,370,http,52612.95313,3051321,352,746,255,255,3204364050,1064659357,53,1458,1,524288,470.469605,289.681639,1424250040,1424250043,8.137457,3.822698,0.00062,0.000506,0.000114,0,0,1,, ,1,2,1,2,1,1,1,,0
59.166.0.1,1958,149.171.126.4,5190,tcp,FIN,0.321283,3002,21610,31,29,8,12,-,72783.17969,524646.5,38,40,255,255,2796878503,2797192530,79,540,0,0,948.824757,926.57577,1424250043,1424250043,8.674594,8.223923,0.000668,0.000541,0.000127,0,0,,, ,4,3,6,5,1,1,3,,0
59.166.0.5,45901,149.171.126.2,53,udp,CON,0.001056,146,178,31,29,0,0,dns,553030.3125,674242.4375,2,2,0,0,0,0,73,89,0,0,0,0,1424250043,1424250043,0.014,0.001,0,0,0,0,0,,, ,3,6,2,3,1,1,2,,0
59.166.0.1,55804,149.171.126.3,53,udp,CON,0.001067,146,178,31,29,0,0,dns,547329,667291.5,2,2,0,0,0,0,73,89,0,0,0,0,1424250043,1424250043,0.009,0.007,0,0,0,0,0,,, ,3,3,3,5,2,1,2,,0
59.166.0.5,53537,149.171.126.1,30207,tcp,FIN,0.02189,2542,22128,31,29,7,14,-,905984.5,7894746.5,40,42,255,255,2736877730,587620134,64,527,0,0,37.913416,36.170525,1424250043,1424250043,0.583351,0.518463,0.000742,0.000603,0.000139,0,0,,, ,6,4,2,3,1,1,1,,0
59.166.0.8,49301,149.171.126.3,143,tcp,FIN,1.585937,7810,15108,31,29,30,32,-,39073.42969,75609.5625,122,126,255,255,3924362955,1780515430,64,120,0,0,905.526258,890.419552,1424250041,1424250043,13.104058,12.683632,0.000605,0.00048,0.000125,0,0,,, ,4,3,3,2,1,1,1,,0
59.166.0.1,2624,149.171.126.3,52888,tcp,FIN,0.025365,2542,22128,31,29,7,14,-,781864.75,6813167.5,40,42,255,255,2852683403,707607995,64,527,0,0,38.933732,38.117174,1424250043,1424250043,0.641103,0.604439,0.000718,0.000574,0.000144,0,0,,, ,4,3,3,5,1,1,2,,0
59.166.0.1,62232,149.171.126.4,53,udp,CON,0.000973,146,178,31,29,0,0,dns,600205.5625,731757.4375,2,2,0,0,0,0,73,89,0,0,0,0,1424250043,1424250043,0.002,0.007,0,0,0,0,0,,, ,3,4,6,5,2,1,3,,0
59.166.0.3,4512,149.171.126.8,53,udp,CON,0.001132,146,178,31,29,0,0,dns,515901.0625,628975.25,2,2,0,0,0,0,73,89,0,0,0,0,1424250043,1424250043,0.008,0.007,0,0,0,0,0,,, ,2,4,3,1,1,1,2,,0
59.166.0.6,1068,149.171.126.2,53,udp,CON,0.001047,146,178,31,29,0,0,dns,557784.125,680038.1875,2,2,0,0,0,0,73,89,0,0,0,0,1424250043,1424250043,0.009,0.008,0,0,0,0,0,,, ,6,6,2,3,1,1,2,,0
59.166.0.7,51899,149.171.126.4,28170,tcp,FIN,0.084804,4862,82886,31,29,7,36,-,453280.5,7730296,84,88,255,255,467300473,502858321,58,942,0,0,61.035943,59.817869,1424250043,1424250043,1.017699,0.969023,0.001147,0.000496,0.000651,0,0,,, ,10,3,6,3,1,1,1,,0
59.166.0.2,8888,149.171.126.8,80,tcp,FIN,1.24011,1684,10168,31,29,3,5,http,10089.42676,61955.79297,14,18,255,255,4040170587,1895753095,120,565,1,3924,9681.982802,8475.825837,1424250042,1424250043,95.366692,72.892882,0.00106,0.000929,0.000131,0,0,1,, ,2,2,3,2,2,1,1,,0
59.166.0.6,41730,149.171.126.4,80,tcp,FIN,1.162559,1684,10168,31,29,3,5,http,10762.46387,66088.6875,14,18,255,255,2014783742,4161061454,120,565,1,3924,8838.566137,7739.528914,1424250042,1424250043,89.397772,68.358471,0.000602,0.000459,0.000143,0,0,1,, ,3,4,6,3,1,1,1,,0
